,0,1
4801,WABC,63.02
4802,LGNDV,50.0
4803,BTU,29.08
4804,HRMY,52.38
4805,MRAM,6.02
4806,TCFC,37.79
4807,COLI,9.92
4808,OGS,81.47
4809,VITL,12.91
4810,SUNL,1.3127
4811,PSEC^A,16.63
4812,EXD,10.1
4813,AGNCM,18.7
4814,ACEL,8.69
4815,PRIF^H,23.25
4816,NINE,9.62
4817,PFTAW,0.1801
4818,STTK,2.655
4819,HTGC,14.0199
4820,PBPB,4.99
4821,BAC,38.045
4822,SOPA,1.59
4823,SBIGW,0.042
4824,TKR,73.54
4825,AIC,23.75
4826,NUO,12.07
4827,RBA,55.72
4828,EVR,114.0528
4829,INN^E,18.2
4830,VIVE,0.58
4831,IPVIW,0.0772
4832,MAPS,1.98
4833,MBTC,10.47
4834,OXLC,5.39
4835,FKWL,3.46
4836,PNFPP,24.255
4837,SDIG,0.97
4838,BML^H,19.01
4839,APTX,0.297
4840,TRHC,3.58
4841,APTV,110.59
4842,RCACU,9.91
4843,BROS,33.865
4844,PEB^H,17.8
4845,HE,39.73
4846,BODY,0.8899
4847,IHIT,8.325
4848,SSNC,51.31
4849,OPTN,3.52
4850,PLUG,16.09
4851,PTSI,28.06
4852,AMH^H,23.515
4853,DELL,42.39
4854,HPE,15.4702
4855,DCP^C,24.87
4856,SSD,92.32
4857,CVE,21.555
4858,LVOXU,3.36
4859,BLIN,1.41
4860,CNFR,1.5
4861,CHRS,8.69
4862,AMPS,7.53
4863,GAINN,23.18
4864,SKT,19.34
4865,SG,14.695
4866,TFII,104.05
4867,RKT,8.055
4868,IAC,48.7
4869,CAE,21.81
4870,RMMZ,14.73
4871,BFZ,10.441
4872,GLLIW,0.03
4873,PSEC,7.24
4874,WLK,112.76
4875,PBAXW,0.0241
4876,APAM,34.375
4877,MCAAU,10.3
4878,ETN,163.6092
4879,PCK,6.6
4880,MUX,5.35
4881,AMOT,33.51
4882,VRNT,35.4
4883,MEGI,13.96
4884,FXCO,10.06
4885,SSNT,4.43
4886,SJR,27.195
4887,CTRE,19.53
4888,LABP,0.3487
4889,DOW,52.7
4890,MGU,22.91
4891,GCI,2.245
4892,CORR,2.19
4893,ARVN,50.92
4894,NVSAW,0.07
4895,PLXS,98.77
4896,KIII,9.96
4897,AMWL,4.21
4898,UTMD,90.61
4899,SF^D,17.14
4900,IBA,50.35
4901,AMBC,15.207
4902,NEXT,6.92
4903,ALSA,10.13
4904,NN,3.35
4905,MQT,9.73
4906,PBFS,10.2
4907,AREC,2.24
4908,BENEW,0.0077
4909,MURF,10.15
4910,FPH,2.245
4911,DEX,7.6172
4912,TJX,73.54
4913,ATCO^H,21.1
4914,Z,30.86
4915,ELYM,3.32
4916,TRKAW,0.086
4917,ROC,10.1107
4918,FHTX,8.15
4919,MXCT,7.01
4920,REVE,10.239
4921,SCTL,1.77
4922,TOL,45.78
4923,COOLW,0.01
4924,BSGM,0.5104
4925,DMAQR,0.0351
4926,INSM,17.51
4927,CTV,2.85
4928,RPID,2.82
4929,SAVA,36.76
4930,ISRG,244.16
4931,BME,43.25
4932,ZUO,8.195
4933,BNNR,9.98
4934,VLON,0.2749
4935,ARRW,9.9499
4936,RIDE,1.73
4937,AERI,15.22
4938,BEPH,14.92
4939,CR,103.82
4940,XPO,39.83
4941,BMAQ,10.19
4942,DLHC,12.8
4943,FTCH,9.675
4944,IPVA,9.95
4945,ACP^A,21.33
4946,BFIN,9.93
4947,VIA,6.91
4948,SCI,70.42
4949,MAXR,25.54
4950,CHSCN,24.84
4951,SKX,39.55
4952,REZI,16.89
4953,COKE,492.05
4954,OXSQ,2.97
4955,PFL,8.37
4956,APE,1.485
4957,CHCT,34.4
4958,BIOL,2.0
4959,LPG,18.69
4960,FRMEP,25.41
4961,CHRW,97.8
4962,SCMAW,0.1
4963,ACN,291.14
4964,SCS,8.25
4965,MTRX,4.85
4966,LGSTW,0.04
4967,ELVT,0.9659
4968,LKQ,55.44
4969,LOTZ,0.28
4970,LITT,9.84
4971,WSM,135.19
4972,HTGM,0.54
4973,KKRS,18.18
4974,SGH,13.75
4975,RBB,22.47
4976,CYRN,1.14
4977,FHLTU,10.06
4978,INFY,19.72
4979,WF,27.09
4980,AOMR,9.69
4981,SGRY,27.39
4982,CONXW,0.1758
4983,WHLR,1.7
4984,BCBP,19.99
4985,STEM,13.22
4986,SPCMU,10.29
4987,UNAM,1.46
4988,STT^G,24.77
4989,TPTA,19.6
4990,CMC,47.43
4991,FRAF,32.76
4992,AR,37.775
4993,SGMA,4.9601
4994,AI,14.15
4995,AXS,55.05
4996,DLPN,3.0
4997,LUCYW,0.44
4998,CLSK,3.66
4999,KOS,7.055
5000,HMCOW,0.0479
5001,PCCT,10.2
5002,BVN,7.93
5003,STRA,69.9
5004,MANU,13.29
5005,SXT,71.58
5006,TSIBU,10.0
5007,NFG,65.2
5008,LLY,352.13
5009,BABA,71.97
5010,MON,9.94
5011,BSTZ,17.325
5012,ENVX,18.5
5013,PRLH,10.06
5014,PRSTW,0.0715
5015,EGGF,9.91
5016,NSP,114.115
5017,ICR^A,20.29
5018,LIXT,0.5153
5019,SDRL,31.695
5020,REG,59.88
5021,FWRG,17.0
5022,ZINGU,9.99
5023,STR,32.505
5024,POWRW,0.02
5025,CIM^B,20.0945
5026,TEF,3.775
5027,DBTX,3.66
5028,MITAW,0.0701
5029,BLD,155.0
5030,ZI,45.18
5031,CUEN,0.3655
5032,WWW,12.72
5033,VRSK,181.12
5034,RILYK,21.48
5035,RMTI,0.986
5036,SVC,7.98
5037,RTLPP,19.3
5038,NPCE,3.0
5039,ATVI,72.85
5040,TBNK,20.68
5041,RYAN,33.36
5042,AXDX,1.28
5043,BWAQW,0.02
5044,CGTX,1.95
5045,OXY,75.455
5046,OPALW,1.27
5047,LTHM,33.22
5048,OIS,7.358
5049,WALDW,0.705
5050,MLM,362.025
5051,KLAQ,9.94
5052,BMEZ,15.715
5053,HSBC,28.375
5054,EFT,11.43
5055,NXDT,13.755
5056,LIND,8.32
5057,PTPI,0.4797
5058,ACER,1.22
5059,STAF,2.54
5060,AGO,60.2
5061,WDAY,157.65
5062,SBOW,36.14
5063,RNR,174.28
5064,CCB,45.48
5065,WFCF,10.98
5066,JBI,10.57
5067,VORBW,0.2835
5068,AIRTP,22.5
5069,NRXPW,0.2
5070,WOR,56.785
5071,PLMR,85.23
5072,BGFV,12.95
5073,MGEE,68.41
5074,TAK,13.775
5075,VBF,14.67
5076,ALEC,9.52
5077,FULT,18.18
5078,LOAN,5.51
5079,EPHYW,0.053
5080,DGX,152.78
5081,VPCBU,9.95
5082,NI^B,24.88
5083,EVA,60.5807
5084,CLOE,10.94
5085,SNCY,16.41
5086,MIO,10.042
5087,AFGE,18.26
5088,III,5.54
5089,RDI,3.43
5090,ONYX,10.19
5091,INTE,9.97
5092,MDC,31.74
5093,OTTR,68.7
5094,PLUS,48.61
5095,CNGLW,0.0218
5096,DAOOW,0.031
5097,NFE,54.53
5098,TCBIO,20.0
5099,GACQ,10.282
5100,TFSA,22.5
5101,AAC,9.99
5102,O,65.05
5103,BSFC,0.9497
5104,ALG,154.18
5105,WEBR,6.9334
5106,FSM,3.575
5107,RBCN,2.08
5108,QTRX,11.17
5109,TBCP,9.92
5110,DOCU,48.73
5111,HPLT,9.92
5112,MVT,9.905
5113,TBBK,28.37
5114,COF^I,19.5809
5115,AEP,89.4
5116,NC,47.07
5117,CTAQ,10.0
5118,CVS,98.41
5119,RGLD,96.65
5120,GECCO,24.58
5121,RILYG,20.01
5122,RDVT,17.28
5123,DTW,22.755
5124,KFY,56.78
5125,AGTI,14.7608
5126,UNB,25.6902
5127,SBSW,10.91
5128,TGNA,18.89
5129,YMTX,1.7072
5130,BOH^A,17.8573
5131,RVNC,22.44
5132,QUAD,3.5
5133,PTIXW,0.0599
5134,LTRX,4.86
5135,MBIO,0.5425
5136,SRNE,1.62
5137,UTAA,10.09
5138,PEBO,30.05
5139,FENG,4.11
5140,PSA^J,20.3212
5141,NLOK,22.56
5142,SPOK,8.61
5143,YOTAW,0.0351
5144,ASAI,18.32
5145,MNP,11.18
5146,OTRK,0.3801
5147,ICCH,15.7
5148,RPM,98.22
5149,COLB,33.56
5150,HHLA,10.0
5151,AFACU,10.2
5152,ATCX,7.73
5153,SPKBW,0.1199
5154,ARCO,7.0259
5155,AMSWA,17.05
5156,VLD,2.7
5157,RMT,9.26
5158,LIFE,2.39
5159,MORF,29.12
5160,DPG,13.788
5161,HLBZ,0.315
5162,PFDRU,9.96
5163,IH,1.8
5164,BHR^B,15.84
5165,ATRA,4.83
5166,FCBC,36.99
5167,GRIL,0.3909
5168,XYF,2.18
5169,ASPA,10.04
5170,TTP,29.04
5171,IPAR,81.19
5172,DHCAW,0.0859
5173,PSX,112.8876
5174,XOSWW,0.1268
5175,NCNO,31.43
5176,RTL,6.84
5177,OSS,3.2787
5178,CVGI,4.87
5179,JBGS,19.795
5180,MICS,5.5388
5181,BLFS,23.33
5182,MGYR,12.46
5183,GLSI,9.32
5184,REVB,0.312
5185,RPAY,6.18
5186,SHPH,2.81
5187,SWBI,11.3
5188,SANA,6.0
5189,JYAC,10.02
5190,ELEV,1.08
5191,TKNO,4.43
5192,TREE,24.91
5193,MKC,84.05
5194,BLW,12.9
5195,AFIB,0.7301
5196,CSII,14.81
5197,SDAC,9.95
5198,NFYS,9.88
5199,STWD,21.215
5200,MATW,27.18
5201,JPC,7.3488
5202,NAT,3.345
5203,WYNN,58.3
5204,AEAC,9.99
5205,PNT,9.78
5206,BAC^K,24.26
5207,SHBI,19.76
5208,ALSAU,10.25
5209,NFLX,295.72
5210,GOL,3.31
5211,FOX,27.21
5212,EOCW,9.94
5213,HSC,6.73
5214,HPI,15.95
5215,GPI,191.37
5216,VPCB,9.974
5217,ONYXU,10.2
5218,ARR,5.785
5219,GRC,28.09
5220,ABBV,153.68
5221,YTEN,2.96
5222,CVI,40.995
5223,CLMT,18.92
5224,PEAR,2.86
5225,HBT,20.33
5226,MRCY,49.12
5227,HILS,0.6009
5228,SQFT,1.2
5229,EDSA,1.01
5230,EQR,62.82
5231,LYV,75.21
5232,MSD,6.28
5233,ACIW,24.74
5234,MMS,62.81
5235,PRTA,62.24
5236,SMTI,30.05
5237,SQL,0.6346
5238,STEP,29.98
5239,AME,139.24
5240,CEN,17.695
5241,FXCOW,0.04
5242,EIG,43.5
5243,VNCE,7.8
5244,NOW,393.455
5245,CIO^A,19.56
5246,FUN,40.88
5247,LMACU,10.03
5248,MFD,8.55
5249,TCBC,14.974
5250,GNACW,0.0401
5251,LECO,140.77
5252,QQQX,22.67
5253,SLNH,1.2
5254,BALY,24.3
5255,AGNC,8.18
5256,NHICW,0.06
5257,OSTRU,9.95
5258,LUXA,10.04
5259,SGEN,129.69
5260,BWAQR,0.08
5261,A,148.59
5262,XFOR,1.95
5263,CARR,43.895
5264,BNGO,2.28
5265,TRVN,0.1702
5266,PB,74.79
5267,STG,3.8
5268,UBP^H,21.09
5269,ACAHU,9.88
5270,CERE,28.73
5271,CALX,66.9
5272,COF^J,18.3896
5273,PGRU,4.9
5274,RSVRW,0.97
5275,SRPT,115.28
5276,AXL,9.705
5277,XPAX,9.87
5278,SF,64.73
5279,SUMO,7.54
5280,MHD,11.0661
5281,FRC^L,17.54
5282,ASAXW,0.0395
5283,GOODN,19.45
5284,NXE,4.555
5285,BANF,95.71
5286,MNTX,4.65
5287,ZETA,8.82
5288,HOOK,1.27
5289,BSET,17.91
5290,HCSG,14.05
5291,CLDT^A,19.75
5292,GBBK,9.9
5293,VERBW,0.0999
5294,VIRI,0.275
5295,INTZ,5.1
5296,ARCK,10.24
5297,FFNW,15.0322
5298,LSEA,5.0
5299,CISO,3.51
5300,SEIC,53.72
5301,SNTI,2.31
5302,CPK,110.81
5303,F^D,23.3
5304,CUTR,46.15
5305,WTER,0.3051
5306,CIM^D,19.22
5307,NEE^R,48.83
5308,BHFAL,22.64
5309,BRP,29.23
5310,CUBE,40.9
5311,TBCPW,0.059
5312,SPNT^B,23.34
5313,AVEO,14.78
5314,CAMP,3.73
5315,GSRMR,1.2
5316,RBOT,3.66
5317,AFAC,10.1
5318,PSAGW,0.0355
5319,CDAY,65.77
5320,XOM,114.4772
5321,PSA^H,24.19
5322,LTRYW,0.036
5323,CECE,11.82
5324,WAVSU,10.04
5325,GHIXW,0.225
5326,ASTSW,2.46
5327,GENQU,10.05
5328,MMMB,1.0311
5329,TSLA,228.52
5330,UTHR,232.15
5331,HHC,68.14
5332,DENN,11.36
5333,FNLC,30.79
5334,SMFRW,0.1575
5335,LAZ,38.36
5336,NLY^G,23.07
5337,DLCAU,9.99
5338,FREEW,0.1899
5339,HTZ,18.7
5340,ACABW,0.01
5341,DLR^J,21.0515
5342,CTSH,63.02
5343,CL,75.83
5344,MMSI,67.61
5345,DT,37.0661
5346,EXPD,97.88
5347,HTBI,24.05
5348,SND,2.23
5349,CTDD,20.4328
5350,COSM,0.087
5351,WPM,37.82
5352,PYPL,86.25
5353,RARE,40.76
5354,ABR^D,18.925
5355,TNXP,0.4701
5356,JKS,49.3
5357,HSIC,70.13
5358,SITC^A,22.32
5359,EKSO,1.46
5360,UTAAW,0.18
5361,PTCT,38.47
5362,CPUH,10.0101
5363,CMRE^D,24.42
5364,WFC^R,25.5884
5365,ANDE,34.98
5366,JWAC,10.07
5367,MCFT,21.92
5368,PCXCU,10.18
5369,GROV,1.22
5370,FOF,11.3881
5371,NWPX,34.5
5372,CDNS,151.48
5373,PPYA,10.09
5374,FFBW,11.87
5375,SNRH,10.0
5376,BLPH,1.07
5377,ZYME,8.01
5378,COHU,33.66
5379,SCHW^D,24.5
5380,TYL,319.73
5381,PRCH,1.34
5382,ACHV,2.25
5383,JANX,17.92
5384,HIG,74.15
5385,OXSQZ,23.45
5386,GECCN,24.25
5387,CFFN,8.0
5388,SIEN,0.2096
5389,AMR,160.1
5390,BEPC,31.4
5391,OLB,1.055
5392,LBRDA,85.56
5393,TNK,32.92
5394,CLRMW,0.04
5395,BLE,9.8219
5396,NCMI,0.4598
5397,AZEK,19.29
5398,SOUNW,0.2725
5399,WCC,133.02
5400,ZFOX,4.5
5401,XPEV,8.795
5402,KNSL,285.24
5403,FRC^M,16.4071
5404,GNUS,0.6222
5405,HERA,9.98
5406,NMIH,21.91
5407,NYCB^A,23.18
5408,CTOS,6.345
5409,JBHT,169.11
5410,CDZIP,11.5999
5411,MBAC,9.93
5412,EBF,22.44
5413,AGL,18.6275
5414,WTI,8.115
5415,RE,314.04
5416,TWIN,12.99
5417,HAYW,10.71
5418,FIACW,0.05
5419,MHNC,18.49
5420,EA,128.24
5421,SOND,2.18
5422,SPRO,1.97
5423,ALGM,25.36
5424,TGH^A,23.01
5425,NPO,123.005
5426,FRC^I,22.786
5427,UWMC,4.17
5428,EGRX,32.93
5429,FRPH,61.81
5430,IOACU,10.0987
5431,YOTAR,0.12
5432,CPAQU,10.13
5433,PRPO,0.7893
5434,DAOOU,10.08
5435,BTI,38.67
5436,ORC,10.65
5437,QGEN,47.73
5438,CLNNW,0.0791
5439,THRX,5.5
5440,OBNK,40.45
5441,PHT,6.7
5442,GRNAW,0.1425
5443,CNDT,4.1
5444,NSL,4.75
5445,KEX,68.29
5446,WK,74.33
5447,BLNKW,10.11
5448,APH,79.8
5449,AAP,187.72
5450,WPCB,9.99
5451,ADCT,4.22
5452,KSCP,3.11
5453,OTECW,0.02
5454,SIBN,18.64
5455,SKYA,9.92
5456,CE,106.89
5457,CNI,122.53
5458,TRNO,57.86
5459,HPKEW,15.99
5460,HDSN,8.95
5461,PWFL,2.79
5462,KSM,7.76
5463,OXLCZ,21.75
5464,PGRW,10.06
5465,RSKD,5.5833
5466,MBCN,29.15
5467,ACR^D,19.18
5468,NMAI,11.97
5469,CHSCP,27.3
5470,PLCE,38.91
5471,RCUS,29.35
5472,IPDN,0.83
5473,VBFC,48.8978
5474,HRZN,11.68
5475,SASI,0.69
5476,KRO,10.28
5477,KSPN,1.02
5478,SBNY,158.7
5479,SNBR,29.01
5480,FET,29.205
5481,AKYA,13.67
5482,GOF,16.19
5483,SSTI,37.52
5484,SCE^G,18.42
5485,NVCT,7.1694
5486,IQMDW,0.03
5487,PSTX,4.19
5488,NRUC,23.41
5489,L,56.64
5490,PIPR,142.63
5491,BAC^O,18.375
5492,HXL,59.6893
5493,LH,248.2
5494,DHR,270.0
5495,THFF,48.88
5496,BMEA,10.28
5497,VLDR,0.9551
5498,KT,13.845
5499,BENE,10.44
5500,FRLA,10.19
5501,ESS,214.67
5502,UNP,220.31
5503,ALRS,22.26
5504,ITI,3.03
5505,CUBI^F,25.06
5506,ZNTL,25.21
5507,MHF,6.33
5508,PVH,60.9
5509,BTRS,9.42
5510,RMCF,6.61
5511,RES,10.3099
5512,AIMBU,9.8787
5513,LAMR,93.47
5514,PWP,7.83
5515,TSIBW,0.01
5516,SII,37.8
5517,NJR,45.175
5518,CMCM,1.55
5519,IEP,54.58
5520,KVSC,9.91
5521,QNCX,1.01
5522,RVPHW,0.58
5523,HLMN,7.62
5524,GS^J,24.78
5525,CCK,79.52
5526,MIY,10.9
5527,OKE,65.44
5528,USPH,84.66
5529,CORZW,0.0432
5530,GLPI,49.95
5531,AGNCL,21.15
5532,VET,20.5
5533,MFIN,7.59
5534,PRPL,3.59
5535,FGEN,17.12
5536,BSX^A,108.12
5537,RENN,33.17
5538,MCVT,2.26
5539,MCAG,10.0
5540,ROOT,7.78
5541,OPINL,17.26
5542,UTAAU,10.15
5543,CPSS,6.24
5544,CNF,1.485
5545,ADOC,10.33
5546,RBBN,2.71
5547,VCYT,19.31
5548,PRGS,50.71
5549,COHR,34.42
5550,LIDRW,0.0701
5551,OSTR,9.94
5552,UBS,18.315
5553,SUNW,2.26
5554,MKL,1287.3675
5555,MOD,21.035
5556,HARP,0.9392
5557,ROVR,4.48
5558,STIX,1.71
5559,USCB,13.83
5560,UFPT,92.5
5561,IRNT,0.6304
5562,BSM,18.87
5563,EPR^C,18.87
5564,ISD,12.155
5565,QUMU,0.8954
5566,KTTA,1.08
5567,SWKH,18.89
5568,GAPA,10.06
5569,FUV,0.71
5570,DS^C,12.0
5571,QNST,11.52
5572,YORW,43.63
5573,ZIVO,3.29
5574,BTTX,1.57
5575,CDRE,29.5
5576,BGCP,3.98
5577,ASTC,0.395
5578,DERM,2.27
5579,MEG,47.6
5580,CLXT,0.139
5581,TMCI,24.03
5582,UAA,9.045
5583,VRM,1.04
5584,ROCL,9.97
5585,AIF,12.335
5586,WLDN,14.26
5587,ETW,8.2501
5588,LE,10.52
5589,GBIO,5.27
5590,IMGO,16.95
5591,SLVRW,0.1401
5592,SGBX,1.7037
5593,DNOW,12.885
5594,CRCT,9.11
5595,AMP,325.96
5596,VCNX,0.5805
5597,TRONW,0.0146
5598,SOHOO,21.0999
5599,BEPI,15.78
5600,VELO,9.945
5601,LILAK,7.91
5602,CAJ,22.55
5603,BRTX,3.422
5604,DS^D,12.18
5605,MSSAU,10.08
5606,KIND,2.5
5607,ELAT,21.23
5608,FGB,3.48
5609,BTCM,0.195
5610,NBSTW,0.0094
5611,MQY,11.0142
5612,APRE,0.6894
5613,ACP,6.62
5614,NOM,10.79
5615,PDM,10.7
5616,GSHD,39.46
5617,NX,23.4742
5618,EC,10.62
5619,BJDX,0.8379
5620,GIIXU,9.9801
5621,CFR^B,20.06
5622,IMACW,0.0601
5623,CSCW,1.12
5624,RUBY,0.3538
5625,MTBCO,25.01
5626,SNPS,295.84
5627,SEAT,8.6
5628,VIGL,15.99
5629,LNKB,8.125
5630,DRD,6.36
5631,SPNT,5.745
5632,LINK,8.642
5633,MIXT,8.0
5634,CNS,66.907
5635,PNBK,10.37
5636,NH,0.3201
5637,CINF,102.49
5638,COOL,10.02
5639,PMGM,9.92
5640,YUM,124.0
5641,EVER,5.84
5642,EOS,17.27
5643,CRZN,9.96
5644,WOW,11.83
5645,SLNG,8.02
5646,BCLI,3.41
5647,NIM,9.26
5648,ORIA,9.92
5649,RCFA,10.177
5650,BAND,12.2
5651,DAKT,3.39
5652,MUE,9.9
5653,MBRX,0.9897
5654,DBRG^H,20.03
5655,MX,9.62
5656,TDY,411.68
5657,GRPH,3.59
5658,CGAU,5.2
5659,LBBB,10.07
5660,UHT,48.93
5661,ALDX,5.6
5662,XBIT,3.56
5663,HP,53.5576
5664,DTST,2.02
5665,BCPC,140.14
5666,IOVA,9.75
5667,LCA,9.92
5668,OPCH,31.2
5669,NGL^C,10.655
5670,AMG,154.13
5671,TANNZ,25.1
5672,MDVL,0.6804
5673,PETS,21.85
5674,ATEN,18.53
5675,FGF,2.15
5676,BDX,226.52
5677,RS,201.59
5678,ADN,2.23
5679,DPZ,374.4011
5680,NURO,1.75
5681,VGM,9.315
5682,KLAQW,0.02
5683,MIR,6.5
5684,TPIC,9.54
5685,DJCO,273.99
5686,ALGN,188.62
5687,VCXB,10.19
5688,TSPQ,9.912
5689,RFIL,5.7
5690,AEACW,0.02
5691,ERNA,3.52
5692,BIP^A,15.4706
5693,AEL,36.31
5694,CNDB,10.08
5695,PKE,12.59
5696,CELH,91.72
5697,BWFG,30.72
5698,VTIQW,0.1
5699,THRM,57.23
5700,BTZ,10.46
5701,AMRS,2.95
5702,HOV,45.23
5703,ALCO,30.54
5704,JOFFU,9.96
5705,TCON,1.61
5706,APMI,9.79
5707,KNX,55.44
5708,VBOCW,0.06
5709,EGHT,4.265
5710,ALTUW,0.095
5711,CMSD,23.18
5712,VYNE,0.2515
5713,EOT,16.74
5714,ITIC,145.86
5715,TDW,33.73
5716,WU,14.09
5717,AGM^C,27.0
5718,VSEC,44.98
5719,XPAXU,9.88
5720,NEM,46.37
5721,RCII,20.63
5722,CORR^A,14.2399
5723,BEP^A,17.0
5724,ETSY,97.91
5725,KNSW,10.04
5726,SAMAU,9.94
5727,ZWS,24.01
5728,LEVI,16.135
5729,GLLIU,9.99
5730,GANX,3.33
5731,HEES,36.78
5732,SYNA,93.06
5733,TOMZ,0.7
5734,VERB,0.2193
5735,SFE,3.69
5736,ZIVOW,0.8
5737,CLVT^A,45.59
5738,WTRH,0.1461
5739,CLINR,0.12
5740,DCP,38.93
5741,LVACU,10.06
5742,MRIN,1.23
5743,BQ,1.13
5744,CMU,3.0
5745,TROW,108.64
5746,RWODU,10.03
5747,DOCS,32.62
5748,FORG,22.1242
5749,VMI,324.58
5750,RSG,131.29
5751,FLAG,10.0004
5752,UIS,4.6817
5753,DNAD,9.89
5754,EQRXW,0.92
5755,IOSP,98.62
5756,EBC,19.36
5757,BLTSW,0.0098
5758,BBLG,0.485
5759,BPRN,31.47
5760,JVA,2.32
5761,NOAC,10.0341
5762,OXLCO,20.6
5763,PSA^Q,17.0976
5764,BREZR,0.051
5765,COF^K,18.68
5766,BRD,10.07
5767,GDV^K,19.14
5768,HMCO,10.0
5769,SLAM,9.95
5770,FFIE,0.5101
5771,JMSB,29.0
5772,AMPH,30.98
5773,HOUR,2.83
5774,CFG^E,19.39
5775,CLIM,10.01
5776,WWD,92.8
5777,EBTC,32.04
5778,VNO^N,17.25
5779,TGVCW,0.04
5780,BGR,13.1
5781,AOGOW,0.06
5782,DHBC,9.91
5783,SHOO,29.91
5784,MLAI,10.11
5785,VIASP,23.936
5786,GBDC,13.09
5787,NU,4.3795
5788,PLMIW,0.045
5789,CVNA,10.14
5790,ASO,44.54
5791,COOP,40.16
5792,AAL,14.0
5793,LEGN,49.56
5794,PRIF^F,22.25
5795,FNB^E,25.38
5796,DASH,61.46
5797,URI,351.6
5798,NI,26.08
5799,FCNCA,807.67
5800,MHO,43.82
5801,DRH^A,25.05
5802,DLX,20.08
5803,ELME,19.02
5804,VORB,2.92
5805,SPRU,1.17
5806,ETX           ,18.53
5807,AGRX,0.2691
5808,PNR,46.29
5809,FRZA,1.67
5810,ZEN,76.66
5811,GHG,2.88
5812,VNO,25.77
5813,ATRO,9.14
5814,LUMO,9.145
5815,TSQ,8.0
5816,VIV,7.68
5817,CIVB,23.41
5818,FCAX,10.03
5819,WIA,8.87
5820,CARE,17.75
5821,EDN,6.85
5822,UNVR,29.805
5823,OPRT,5.24
5824,DFP,19.63
5825,KWR,204.26
5826,AMCX,22.66
5827,AFGB,23.2785
5828,WIW,9.39
5829,SLVR,9.85
5830,SNAXW,0.0799
5831,BHE,29.02
5832,MGTX,7.35
5833,SST,4.27
5834,KNTK,35.47
5835,MDGL,73.46
5836,NESR,7.62
5837,FREE,3.35
5838,HLAHW,0.0474
5839,OXLCM,24.3
5840,TCBI,60.19
5841,XPRO,19.35
5842,QRTEB,5.75
5843,EVH,24.19
5844,EWBC,71.64
5845,HLF,17.52
5846,MTG,13.41
5847,HSKA,70.79
5848,NWL,15.05
5849,AXS^E,20.89
5850,EPR^E,27.1
5851,OPOF,26.3514
5852,PEB^E,19.47
5853,KYMR,29.99
5854,AVNW,32.48
5855,SCE^L,17.87
5856,POR,46.06
5857,KRTX,225.07
5858,REVHU,9.99
5859,BGS,14.37
5860,PEI^B,3.17
5861,FITBI,25.01
5862,TRIN,12.03
5863,RWOD,9.96
5864,GTPAW,0.1093
5865,NTRB,4.425
5866,GLYC,0.7082
5867,AGX,37.06
5868,XLO,2.34
5869,GPRO,5.5
5870,PIIIW,0.61
5871,VHNAU,10.14
5872,HIMS,6.145
5873,BLND,2.085
5874,RVPH,3.8
5875,CCJ,24.045
5876,MSCI,496.56
5877,BMAQR,0.08
5878,EYEN,2.18
5879,PAC,172.53
5880,CITE,10.23
5881,RDW,2.409
5882,WHD,57.66
5883,APA,45.44
5884,FATE,21.8
5885,DCPH,17.29
5886,IRBT,56.34
5887,KYCHR,0.12
5888,AVDX,9.05
5889,MGRD,16.37
5890,DYNT,0.463
5891,MSGM,0.6602
5892,FAST,48.69
5893,BAMH,17.1
5894,NYMTZ,15.905
5895,ENB,40.95
5896,YALA,4.09
5897,HQI,15.05
5898,DCRDU,10.38
5899,BRY,8.89
5900,KERNW,0.0141
5901,FBC,40.1
5902,QD,0.8989
5903,ASRV,4.08
5904,WBS^F,19.65
5905,MGR,22.0251
5906,LPRO,7.26
5907,PRM,9.765
5908,DSGR,29.63
5909,SWT,52.13
5910,FRGE,1.645
5911,INGN,22.59
5912,SNV,43.33
5913,INDI,7.75
5914,ECVT,10.09
5915,STRC,2.0
5916,CENT,41.51
5917,NXDT^A,17.23
5918,AMH^G,22.9
5919,PTIC,10.01
5920,APD,295.06
5921,DTB,18.405
5922,TDOC,32.9
5923,NUTX,0.8
5924,ACII,10.03
5925,IMPL,3.98
5926,GTY,32.53
5927,SGIIU,10.08
5928,FHN^D,23.27
5929,VICR,49.95
5930,TWNI,10.01
5931,BCOW,10.05
5932,COLIU,9.915
5933,MIRO,3.93
5934,AXNX,71.9
5935,VRTX,313.89
5936,ZVO,0.1653
5937,SSU,5.6
5938,CAPL,20.17
5939,MCRB,8.07
5940,STRNW,0.21
5941,SO,65.44
5942,LAND,20.47
5943,AGNCP,18.58
5944,PSMT,64.2
5945,GENI,4.52
5946,FLGT,40.28
5947,KHC,38.94
5948,KREF^A,18.47
5949,PWOD,24.01
5950,ADMP,0.1406
5951,RZC,25.75
5952,AAT,28.62
5953,BCRX,14.04
5954,FMC,129.01
5955,AGLE,0.92
5956,CTRN,22.51
5957,OCCI,9.19
5958,HZON,9.94
5959,SHW,234.58
5960,NYMTM,18.18
5961,KROS,50.81
5962,UPLD,7.8
5963,BSKY,9.89
5964,OPEN,2.69
5965,CUBB,20.0
5966,AVGR,1.0395
5967,SVIIW,0.1695
5968,COMSW,0.0276
5969,CUBI^E,25.37
5970,PI,116.23
5971,GIFI,4.7
5972,FSRX,9.9
5973,FSLR,132.67
5974,NAII,8.5101
5975,VNOM,33.1
5976,CI,311.115
